Data Escala de Tempo 1 CDH Simp 4;Selecione Tipo de CDH Simp 4
01/09/2021 02:00;60134,906
01/09/2021 03:00;59131,919
01/09/2021 04:00;59032,868
01/09/2021 05:00;60567,556
01/09/2021 06:00;62531,951
01/09/2021 07:00;66049,202
01/09/2021 08:00;69097,887
01/09/2021 09:00;69927,677
01/09/2021 10:00;70915,556
01/09/2021 11:00;70822,734
01/09/2021 12:00;69391,966
01/09/2021 13:00;71866,153
01/09/2021 14:00;74260,027
01/09/2021 15:00;75593,874
01/09/2021 16:00;76512,29
01/09/2021 17:00;75458,475
01/09/2021 18:00;79439,168
01/09/2021 19:00;79239,331
01/09/2021 20:00;77530,036
01/09/2021 21:00;76733,997
01/09/2021 22:00;73689,12
01/09/2021 23:00;69063,357
02/09/2021 00:00;64951,941
02/09/2021 01:00;61864,612
02/09/2021 02:00;60194,689
02/09/2021 03:00;59371,661
02/09/2021 04:00;59394,618
02/09/2021 05:00;60729,558
02/09/2021 06:00;62578,713
02/09/2021 07:00;65780,312
02/09/2021 08:00;68886,99
02/09/2021 09:00;70072,495
02/09/2021 10:00;71316,941
02/09/2021 11:00;71438,754
02/09/2021 12:00;70178,599
02/09/2021 13:00;72736,25
02/09/2021 14:00;75428,73
02/09/2021 15:00;76806,339
02/09/2021 16:00;77797,745
02/09/2021 17:00;76578,071
02/09/2021 18:00;80216,925
02/09/2021 19:00;80307,454
02/09/2021 20:00;78585,07
02/09/2021 21:00;77923,16
02/09/2021 22:00;75433,217
02/09/2021 23:00;70734,42
03/09/2021 00:00;66779,993
03/09/2021 01:00;63393,714
03/09/2021 02:00;61420,361
03/09/2021 03:00;60355,962
03/09/2021 04:00;60435,456
03/09/2021 05:00;61874,161
03/09/2021 06:00;63618,256
03/09/2021 07:00;67110,878
03/09/2021 08:00;70485,587
03/09/2021 09:00;71857,744
03/09/2021 10:00;73358,8
03/09/2021 11:00;73571,889
03/09/2021 12:00;72160,431
03/09/2021 13:00;74642,897
03/09/2021 14:00;77160,772
03/09/2021 15:00;78309,304
03/09/2021 16:00;77997,758
03/09/2021 17:00;76861,558
03/09/2021 18:00;80366,435
03/09/2021 19:00;80203,409
03/09/2021 20:00;78338,268
03/09/2021 21:00;77532,145
03/09/2021 22:00;75557,067
03/09/2021 23:00;71820,776
04/09/2021 00:00;67548,871
04/09/2021 01:00;64092,915
04/09/2021 02:00;61755,154
04/09/2021 03:00;60508,351
04/09/2021 04:00;59999,237
04/09/2021 05:00;59768,83
04/09/2021 06:00;58687,28
04/09/2021 07:00;60164,121
04/09/2021 08:00;62653,681
04/09/2021 09:00;63806,894
04/09/2021 10:00;64314,455
04/09/2021 11:00;64493,908
04/09/2021 12:00;64421,235
04/09/2021 13:00;64764,505
04/09/2021 14:00;65578,297
04/09/2021 15:00;66580,65
04/09/2021 16:00;68006,417
04/09/2021 17:00;70768,123
04/09/2021 18:00;77299,473
04/09/2021 19:00;77027,326
04/09/2021 20:00;74425,073
04/09/2021 21:00;72134,175
04/09/2021 22:00;69281,626
04/09/2021 23:00;66350,528
05/09/2021 00:00;62606,996
05/09/2021 01:00;59932,315
05/09/2021 02:00;57928,957
05/09/2021 03:00;56554,24
05/09/2021 04:00;55901,658
05/09/2021 05:00;55121,828
05/09/2021 06:00;53098,806
05/09/2021 07:00;52629,788
05/09/2021 08:00;53473,776
05/09/2021 09:00;53992,494
05/09/2021 10:00;54918,016
05/09/2021 11:00;55847,385
05/09/2021 12:00;55923,617
05/09/2021 13:00;55789,214
05/09/2021 14:00;56776,792
05/09/2021 15:00;58438,3
05/09/2021 16:00;60670,101
05/09/2021 17:00;64285,092
05/09/2021 18:00;71518,808
05/09/2021 19:00;72373,015
05/09/2021 20:00;70945,432
05/09/2021 21:00;69824,053
05/09/2021 22:00;67959,765
05/09/2021 23:00;65244,416
06/09/2021 00:00;62251,916
